Event Name,Event Start,Event End,Event Location,Event Description
Wrestling vs. Dickson/South Warren/WH-Heritage,2025-11-21 05:00 PM,2025-11-21 07:00 PM,"White House Heritage High School (7744 Highway 76 E, White House, TN 37188, United States)","
"
Basketball @ Sycamore,2025-11-24 04:00 PM,2025-11-24 08:30 PM,"Sycamore Middle School (1025 Old Clarksville Pike, Pleasant View, TN 37146, United States)","Girls JV at 4pm
Boys JV at 4:45pm
Girls Varsity at 6pm
Boys Varsity at 7:15pm
"
Basketball @ WH-Heritage,2025-12-01 04:00 PM,2025-12-01 08:30 PM,"White House Heritage High School (7744 Highway 76 E, White House, TN 37188, United States)","Girls JV at 4pm
Boys JV at 4:45pm
Girls Varsity at 6pm
Boys Varsity at 7:15pm
"
Basketball vs. East Robertson (Homecoming),2025-12-04 04:00 PM,2025-12-04 08:30 PM,"Coopertown Middle School (3820 Highway 49 W, Springfield, TN 37172, United States)","Girls JV at 4pm
Boys JV at 4:45pm
Girls Varsity at 6pm
Boys Varsity at 7:15pm
"
Wrestling vs. Mt. Juliet & West Wilson,2025-12-04 05:00 PM,2025-12-04 07:00 PM,"Mt. Juliet Middle School (3565 N Mount Juliet Rd, Mount Juliet, TN 37122, United States)","
"
Basketball @ Greenbrier,2025-12-08 04:00 PM,2025-12-08 08:30 PM,"Greenbrier Middle School (2450 Highway 41 S, Greenbrier, TN 37073, United States)","Girls JV at 4pm
Boys JV at 4:45pm
Girls Varsity at 6pm
Boys Varsity at 7:15pm
"
Basketball @ Richview,2025-12-09 04:00 PM,2025-12-09 08:30 PM,"Richview Middle School (2350 Memorial Drive Ext, Clarksville, TN 37043, United States)","Girls JV at 4pm
Boys JV at 4:45pm
Girls Varsity at 6pm
Boys Varsity at 7:15pm
"
Basketball vs. Jo Byrns,2025-12-15 04:00 PM,2025-12-15 08:30 PM,"Greenbrier Middle School (2450 Highway 41 S, Greenbrier, TN 37073, United States)","Girls JV at 4pm
Boys JV at 4:45pm
Girls Varsity at 6pm
Boys Varsity at 7:15pm
"
Basketball vs. Innovation Academy,2025-12-18 04:00 PM,2025-12-18 08:30 PM,"Greenbrier Middle School (2450 Highway 41 S, Greenbrier, TN 37073, United States)","Girls JV at 4pm
Boys JV at 4:45pm
Girls Varsity at 6pm
Boys Varsity at 7:15pm
"
Basketball @ New Providence,2026-01-06 06:00 PM,2026-01-06 08:30 PM,"New Providence Middle School (146 Cunningham Ln, Clarksville, TN 37042, United States)","1 JV Game
Girls Varsity at 6pm
Boys Varsity at 7:15pm
"
RCMSAA Basketball Tournament,2026-01-12 04:00 PM,2026-01-12 08:30 PM,"Jo Byrns High School (7025 Highway 41 N, Cedar Hill, TN 37032, United States)","Quarterfinals

3 vs. 6 (boys and girls)
4 vs. 5 (boys and girls)
"
RCMSAA Basketball Tournament,2026-01-15 04:00 PM,2026-01-15 08:30 PM,"Jo Byrns High School (7025 Highway 41 N, Cedar Hill, TN 37032, United States)","Semifinals

2 vs. 3/6 winner (boys and girls)
1 vs. 4/5 winner (boys and girls)
"
RCMSAA Basketball Tournament Championship Games,2026-01-17,2026-01-18,"Jo Byrns High School (7025 Highway 41 N, Cedar Hill, TN 37032, United States)","Girls Championship Game TBA
Boys Championship Game TBA
"
