Event Name,Event Start,Event End,Event Location,Event Description
HS JV Football vs Greenbrier,2025-10-06 06:00 PM,2025-10-06 08:30 PM,"East Robertson High School (158 Kilgore Trce, Cross Plains, TN 37049, United States)","
"
HS Girls Soccer @ CCHS (White House),2025-10-07 04:30 PM,2025-10-07 06:00 PM,,"
"
HS Girls Soccer @ White House Heritage HS,2025-10-09 06:00 PM,2025-10-09 07:30 PM,,"
"
HS Football @ Houston Co,2025-10-10,2025-10-11,,"
"
HS Volleyball Regionals,2025-10-14,2025-10-15,,"Details to be determined.
"
HS Volleyball Regionals,2025-10-16,2025-10-17,,"Details to be determined.
"
HS Volleyball State Tournament,2025-10-21,2025-10-25,,"Details to be determined.
"
Chilli-Cook Off hosted by MS Student Council [In-person],2025-10-24 05:00 PM,2025-10-24 06:30 PM,East Robertson Cafe,"Location ERHS Cafeteria
Get ready for a flavorful kickoff to Friday night lights! The East Robertson Middle School Student Council is turning up the heat with a Chili Cook-Off just before the big football game. Students, parents, and community members are invited to come out and sample a variety of homemade chili recipes—all crafted by our Cross Plains community. The fee is $5 per person or $20 per organization to enter.
🎉 Event Highlights:

  *
Tasting stations with various chili varieties
  *
Judging panel featuring local leaders
  *
First, Second, and Third place winners
  *
People's Choice voting for fan-favorite chili
  *
Music and activities
  *
Perfect warm-up before cheering on the Indians under the Friday night lights

Proceeds from the cook-off will support future Student Council initiatives, so every bite helps build a better school community. Come hungry, bring your team spirit, and let’s spice up game night together!

"
HS Football vs Greenwood KY,2025-10-24 07:00 PM,2025-10-24 09:30 PM,"East Robertson High School (158 Kilgore Trce, Cross Plains, TN 37049, United States)","
"
HS Football @ East Nashville,2025-10-31,2025-11-01,,"
"
MS Choir Concert,2025-12-02 05:00 PM,2025-12-02 07:00 PM,,"Join us for our Middle School Christmas Concert at 5 pm in the auditorium
"
HS Choir Concert,2025-12-04 05:00 PM,2025-12-04 07:00 PM,,"Join us for the High School Christmas Choir Concert at 5 pm in the auditorium!
"
