Event Name,Event Start,Event End,Event Location,Event Description
Golf: The Springfield Invitational,9/8/25 8:30,9/8/25 14:30,"The Legacy Golf Course (100 Ray Floyd Dr, Springfield, TN 37172, United States)","
"
Volleyball Home v. White House Heritage,9/8/25 17:00,9/8/25 19:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Girls Soccer: Home v. Greenbrier,9/9/25 17:00,9/9/25 19:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Volleyball Home v. Rossview,9/9/25 18:00,9/9/25 20:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Girls Soccer: Home v. McGavock,9/10/25 17:00,9/10/25 19:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Volleyball @ Kirkwood,9/11/25 18:00,9/11/25 20:00,"Kirkwood High School (2702 Rossview Rd, Clarksville, TN 37043, United States)","
"
Football: Home v. Station Camp (Homecoming),9/12/25 19:00,9/12/25 21:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Golf v. Greenbrier & Sycamore High School,9/15/25 16:00,9/15/25 20:00,"The Legacy Golf Course (100 Ray Floyd Dr, Springfield, TN 37172, United States)","
"
Volleyball @ Northeast,9/16/25 18:00,9/16/25 20:00,"Northeast High School (3701 Trenton Rd, Clarksville, TN 37040, United States)","
"
Girls Soccer @ East Robertson,9/16/25 18:00,9/16/25 20:00,"East Robertson High School (158 Kilgore Trce, Cross Plains, TN 37049, United States)","
"
Girls Soccer @ Station Camp,9/18/25 18:30,9/18/25 20:30,"Station Camp High School (1040 Bison Trl, Gallatin, TN 37066, United States)","
"
Volleyball @ Border Battle Tournament,9/19/25,9/21/25,"Franklin Simpson Schools (822 N Main St, Franklin, KY 42134, United States)","
"
Football: @ East Nashville,9/19/25 19:00,9/19/25 21:00,"East Nashville Magnet School (110 Gallatin Ave, Nashville, TN 37206, United States)","
"
Cross Country: Gatorland ,9/20/25 8:00,9/20/25 10:30,,"Girls: 8:30AM
Boys: 9:15AM
"
Golf: District Tournament,9/22/25,9/27/25,"Montgomery Bell Golf Course (800 Hotel Ave, Burns, TN 37029, United States)","
"
Volleyball @ Pope John Paul II,9/22/25 16:30,9/22/25 18:30,"Pope Saint John Paul II Preparatory School (117 Caldwell Dr, Hendersonville, TN 37075, United States)","
"
Girls Soccer @ Maplewood,9/22/25 17:30,9/22/25 19:30,"Maplewood High School (401 Walton Ln, Nashville, TN 37216, United States)","
"
Girls Soccer Home v. Liberty Creek,9/23/25 17:00,9/23/25 19:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Volleyball Home v. Clarksville,9/23/25 18:00,9/23/25 20:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Volleyball @ Rossview,9/25/25 17:00,9/25/25 19:00,"Rossview High (1237 Rossview Rd, Clarksville, TN 37043, United States)","
"
Girls Soccer @ Ezell Harding,9/25/25 18:30,9/25/25 20:30,"Ezell-Harding Christian School (574 Bell Rd, Nashville, TN 37013, United States)","
"
Football: Home v. Pearl Cohn ,9/26/25 19:00,9/26/25 21:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Golf: Region Tournament,9/29/25,10/2/25,"Montgomery Bell Golf Course (800 Hotel Ave, Burns, TN 37029, United States)","
"
Girls Soccer Home v. Hunters Lane,9/29/25 17:00,9/29/25 19:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Girls Soccer Home v. White House,9/30/25 17:00,9/30/25 19:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","Senior Night & Teacher Appreciation Night
"
Girls Soccer @ Northwest,10/2/25 18:00,10/2/25 20:00,"Northwest High School (800 Lafayette Rd, Clarksville, TN 37042, United States)","
"
Football: @ Liberty Creek,10/3/25 19:00,10/3/25 21:00,"Liberty Creek High School (100 Wolfpack Way, Gallatin, TN 37066, United States)","
"
Cross Country: Dickson Invitational,10/7/25 16:30,10/7/25 19:00,,"Boys: 4:30PM
Girls: 5:10PM
"
Golf: State Tournament,10/9/25,10/11/25,"Sevierville Golf Club (1444 Old Knoxville Hwy, Sevierville, TN 37876, United States)","
"
Football: Home v. McGavock,10/10/25 19:00,10/10/25 21:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
Girls Soccer District Tournament,10/13/25,10/14/25,,"
"
Cross Country: MSCCA Championships,10/18/25 9:30,10/18/25 12:30,,"Boys: 9:40AM
Girls: 10:20AM
"
Football: @ Greenbrier,10/24/25 19:00,10/24/25 21:00,"Greenbrier High School (126 Cuniff Dr, Greenbrier, TN 37073, United States)","
"
Trunk or Treat,10/28/25 17:00,10/28/25 18:30,,"
"
Football: Home v. White House (Senior Night),10/30/25 19:00,10/30/25 21:00,"Springfield High school (5240 Highway 76 E, Springfield, TN 37172, United States)","
"
